title,depth,parent,files,subcats,theme,campaign,truncated
Category:Huts in Uganda,4,Category:Vernacular architecture of Uganda,42,1,Other,,1
Category:Kalo(millet bread) of Uganda,3,Category:Food of Uganda,42,0,Other,,0
Category:Rail transport in Uganda,2,Category:Uganda by topic,42,10,Buildings,,0
Category:Rain in Uganda,4,Category:Water in Uganda,42,2,Other,,1
Category:Sculptures in Uganda,4,Category:Art in Uganda,42,5,Other,,1
Category:Ssese Islands,3,"Category:National Cultural Sites in Central Region, Uganda",42,1,Geography,,0
Category:Swahili language,3,Category:Languages of Uganda,42,11,Other,,0
Category:Tea plantations in Uganda,4,Category:Plantations in Uganda,42,0,Other,,1
Category:Baskets of Uganda,3,Category:Art of Uganda,41,0,Other,,0
Category:Events in Uganda,2,Category:Culture of Uganda,41,17,Other,,0
Category:Kabaka Birthday Run,3,Category:Sports in Uganda,41,0,Other,,0
Category:Kabarole District,4,"Category:Western Region, Uganda",41,3,Geography,,1
Category:Kampala Workshop 2015,4,Category:Events in Kampala,41,0,Other,,1
"Category:Méstil Hotel, Kampala",4,Category:Hotels in Kampala,41,0,Other,,1
Category:Oyam District,4,"Category:Northern Region, Uganda",41,0,Geography,,1
Category:Shops in Uganda,3,Category:Buildings in Uganda by function,41,8,Other,,0
Category:Videos from Uganda,2,Category:Uganda by media type,41,3,Other,,0
Category:Virunga Mountains,4,Category:Mountains of Uganda,41,15,Geography,,1
Category:Andrew Gutti,4,Category:Men of Uganda by name,40,0,Other,,1
Category:Busitema University,4,Category:Universities in Uganda,40,2,Other,,1
Category:Rakai District,4,"Category:Central Region, Uganda",40,4,Geography,,1
Category:Semuliki National Park,4,Category:National parks of Uganda,40,1,Environment,,1
Category:Uganda Railway museum,4,Category:Uganda Railway,40,0,Buildings,,1
Category:Videos from Wiki Loves Folklore 2026 in Uganda,4,Category:Wiki Loves Folklore 2026 in Uganda,40,0,Culture,Wiki Loves Folklore,1
Category:Community Mega Wikipedia Edit-a-thon 2025,3,Category:Wikimedia Community User Group Uganda,39,0,Wikimedia community,,0
Category:Crater lakes in Uganda,4,Category:Lakes of Uganda,39,2,Geography,,1
Category:Girls of Uganda,2,Category:Uganda by topic,39,0,Other,,0
Category:Lake Albert (Uganda),4,Category:Lakes of Uganda,39,1,Geography,,1
Category:Masindi,4,"Category:Western Region, Uganda",39,3,Other,,1
Category:Photographs of Uganda in the Matson Collection,2,Category:History of Uganda,39,0,Other,,0
Category:Soga people,3,Category:Ethnic groups in Uganda,39,0,People,,0
Category:Unidentified plants in Uganda,2,Category:Unidentified subjects in Uganda,39,2,Environment,,0
Category:Group photographs in Uganda,4,Category:Photographs of Uganda,38,0,Other,,1
Category:Islam in Uganda,3,Category:Religion in Uganda,38,5,Other,,0
Category:Mise Cave,3,"Category:National Cultural Sites in Eastern Region, Uganda",38,0,Other,,0
Category:Pumpkins in Uganda,4,Category:Vegetables of Uganda,38,0,Other,,1
Category:Rivers of Uganda,3,Category:Bodies of water in Uganda,38,20,Geography,,0
Category:The Uganda protectorate (1902),3,Category:Books about Uganda,38,0,Other,,0
Category:Cemetery of the Polish refugees in Koja,3,Category:Refugee camps in Uganda,37,0,Other,,0
Category:Karambi tombs,3,"Category:National Cultural Sites in Western Region, Uganda",37,0,Other,,0
Category:Mabira Forest,3,"Category:National Cultural Sites in Central Region, Uganda",37,0,Environment,,0
Category:Politicians of Uganda,2,Category:Politics of Uganda,37,15,People,,0
Category:Source of the Nile (marker),3,"Category:National Cultural Sites in Eastern Region, Uganda",37,0,Other,,0
Category:Source of the Nile Dance,3,Category:Dance of Uganda,37,0,Culture,,0
Category:Uganda in the 19th century,3,Category:Uganda by century,37,2,Other,,0
Category:Wiki Loves Monuments 2019 in Uganda,3,Category:2019 Wikimedia movement in Uganda,37,1,Buildings,Wiki Loves Monuments,0
Category:Animals of Bwindi Impenetrable National Park,4,Category:Animals of Uganda,36,2,Environment,,1
Category:Aruu Falls,3,"Category:National Cultural Sites in Northern Region, Uganda",36,0,Other,,0
Category:Beans in Uganda,4,Category:Vegetables of Uganda,36,1,Other,,1
Category:Firewood in Uganda,3,Category:Energy in Uganda,36,3,Other,,0
Category:Mgahinga Gorilla National Park,4,Category:National parks of Uganda,36,2,Environment,,1
Category:Nikkah Ceremonies in Uganda,4,Category:Weddings in Uganda,36,0,Other,,1
"Category:Omuti gwe Ddembe, Entebbe",3,"Category:National Cultural Sites in Central Region, Uganda",36,0,Other,,0
Category:Through Uganda to Mount Elgon (1909),3,Category:Books about Uganda,36,0,Other,,0
Category:Yellow birds of Uganda,4,Category:Birds of Uganda by color,36,0,Environment,,1
Category:2024 annual general meeting for Wikimedia Community User Group Uganda,3,Category:2024 Wikimedia movement in Uganda,35,0,Wikimedia community,,0
Category:Animals at Lake Bunyonyi,4,Category:Animals of Uganda,35,0,Geography,,1
Category:Bari people,3,Category:Ethnic groups in Uganda,35,1,People,,0
Category:Buganda,2,Category:History of Uganda,35,12,Other,,0
Category:Dracaena hanningtonii,4,Category:Flora of Uganda,35,2,Other,,1
Category:Economy of Uganda,1,Category:Uganda,35,30,Economy,,0
Category:Fish farming in Uganda,4,Category:Animal husbandry in Uganda,35,0,Other,,1
Category:Mahatima Gandhi monument (Uganda),3,"Category:National Cultural Sites in Eastern Region, Uganda",35,0,Buildings,,0
Category:Namirembe Cathedral,3,"Category:National Cultural Sites in Central Region, Uganda",35,1,Other,,0
Category:National Cultural Sites in Uganda without known IDs,3,Category:National Cultural Sites in Uganda,35,0,Culture,,0
Category:Transport in Jinja,4,Category:Transport in Uganda by city,35,1,Buildings,,1
Category:Uganda Museum,3,"Category:National Cultural Sites in Central Region, Uganda",35,2,Buildings,,0
Category:Views of Virunga Mountains from Uganda,2,Category:Views of Uganda,35,3,Geography,,0
Category:Women wearing headscarves in Uganda,4,Category:Women of Uganda,35,0,People,,1
Category:1961 in Kampala,4,Category:1961 in Uganda,34,0,Other,,1
Category:Jewellery of Uganda,2,Category:Culture of Uganda,34,1,Other,,0
Category:Kagan Kochia,4,Category:Luo people,34,0,Other,,1
Category:Kampala in the 2010s,4,Category:Kampala by decade,34,3,Other,,1
Category:Ruhakana Rugunda,3,Category:Physicians from Uganda,34,0,Other,,0
Category:Stephen Kiprotich,4,Category:Men of Uganda by name,34,0,Other,,1
Category:Trains in EAR maroon livery,4,Category:East African Railways,34,0,Other,,1
Category:Uganda by Pen and Camera,3,Category:Books about Uganda,34,0,Other,,0
Category:2009 Lake Victoria Il-76 crash,3,Category:History of Lake Victoria,33,0,Geography,,0
Category:Beaches of Lake Victoria,4,Category:Beaches of Uganda,33,0,Geography,,1
Category:Government ministers of Uganda,3,Category:Government of Uganda,33,17,Government,,0
Category:Hotels in Uganda,4,Category:Accommodation buildings in Uganda,33,17,Other,,1
Category:The Story of the Life of Mackay of Uganda (1891),3,Category:Uganda in art,33,0,Other,,0
Category:Tooro Palace,3,"Category:National Cultural Sites in Western Region, Uganda",33,0,Other,,0
Category:Uganda Wildlife Authority,3,Category:Government of Uganda,33,0,Environment,,0
Category:Valleys of Uganda,3,Category:Landforms of Uganda,33,0,Other,,0
Category:Valued images of Uganda,3,Category:Images of Uganda,33,0,Other,,0
Category:Vehicles in Uganda,2,Category:Uganda by topic,33,8,Other,,0
Category:East African Railways - EAR 1953 Steam & diesel catalogue,4,Category:East African Railways,32,0,Buildings,,1
Category:East African montane moorlands,4,Category:Ecoregions of Uganda (One Earth),32,1,Other,,1
Category:HIV/AIDS in Uganda,3,Category:Diseases and disorders in Uganda,32,0,Health,,0
Category:Hills of Uganda,3,Category:Landforms of Uganda,32,4,Other,,0
Category:Mount Stanley,4,Category:Mountains of Uganda,32,0,Other,,1
Category:SVG road signs in Uganda,4,Category:SVG of Uganda,32,7,Buildings,,1
Category:Satellite pictures of Lake Victoria,4,Category:Satellite pictures of lakes of Uganda,32,0,Geography,,1
Category:Adungu,3,Category:Musical instruments of Uganda,31,0,Other,,0
Category:Nkole people,3,Category:Ethnic groups in Uganda,31,0,People,,0
Category:Places in Uganda,2,Category:Uganda by topic,31,3,Other,,0
Category:Public toilets in Uganda,4,Category:Toilets in Uganda,31,0,Other,,1
Category:Rocks in Uganda,4,Category:Petrology of Uganda,31,11,Other,,1
Category:Tanda pits,4,Category:Protected areas of Uganda,31,0,Other,,1
Category:19th-century maps of Uganda,3,Category:Old maps of Uganda,30,1,Geography,,0
Category:2011 in Uganda,3,Category:Uganda by year,30,5,History,,0
Category:29th SuSanA meeting,4,Category:2020 in Uganda,30,0,Other,,1
Category:Amabeere ga Nyina Mwiru,4,Category:Caves in Uganda,30,0,Other,,1
Category:Brandon Davies,4,Category:Men of Uganda by name,30,0,Other,,1
"Category:Central Region, Uganda",3,Category:Regions of Uganda,30,36,Geography,,0
Category:Gisu people,3,Category:Ethnic groups in Uganda,30,0,People,,0
Category:Kabale Regional Museum,3,Category:Museums in Uganda,30,0,Buildings,,0
Category:Locator maps of cities in Uganda,4,Category:Locator maps of Uganda,30,0,Geography,,1
Category:Protective masks during the COVID-19 pandemic in Uganda,3,Category:COVID-19 pandemic in Uganda,30,0,Health,,0
Category:Students in Uganda,2,Category:Education in Uganda,30,1,Education,,0
Category:Uganda National Cultural Centre,3,"Category:National Cultural Sites in Central Region, Uganda",30,0,Culture,,0
Category:Water supply in Uganda,4,Category:Water supply and sanitation in Uganda,30,2,Other,,1
Category:Art of Uganda,2,Category:Uganda by topic,29,13,Culture,,0
"Category:Arua District, Uganda",4,"Category:Northern Region, Uganda",29,3,Geography,,1
Category:Buvuma Island,3,"Category:National Cultural Sites in Central Region, Uganda",29,0,Geography,,0
Category:History of Entebbe,2,Category:History of Uganda,29,1,History,,0
Category:Kiwa Heritage Hot Springs,4,"Category:Western Region, Uganda",29,0,History,,1
Category:Lake Edward,4,Category:Lakes of Uganda,29,1,Geography,,1
Category:MONUSCO during operations against ADF,4,Category:Allied Democratic Forces insurgency,29,0,Other,,1
Category:Maps of Lake Victoria,3,Category:Maps of Uganda,29,2,Geography,,0
Category:Matooke dishes,4,Category:Cuisine of Uganda,29,0,Other,,1
Category:Ngamba Island Chimpanzee Sanctuary,4,Category:National parks of Uganda,29,0,Geography,,1
Category:Ripples (water waves) in Uganda,4,Category:Water waves of Uganda,29,0,Other,,1
"Category:Wiki University Club, Lira University",4,Category:Wiki University Clubs,29,1,Other,,1
Category:Ziwa Rhino Sanctuary,4,Category:Protected areas of Uganda,29,0,Other,,1
Category:97.7 Record FM,3,Category:Radio of Uganda,28,0,Other,,0
Category:Hamis Kiggundu,4,Category:Men of Uganda by name,28,0,Other,,1
Category:Jackfruit of Uganda,4,Category:Fruit of Uganda,28,0,Other,,1
Category:Kisiizi Falls,3,"Category:National Cultural Sites in Western Region, Uganda",28,0,Other,,0
Category:Luganda Wikipedia,3,Category:Wikimedia Community User Group Uganda,28,4,Other,,0
Category:Nairobi railway station,4,Category:Uganda Railway,28,0,Buildings,,1
Category:Sam Kavuma,4,Category:Men of Uganda by name,28,0,Other,,1
Category:Uganda women's national rugby sevens team,4,Category:National sports teams of Uganda,28,0,People,,1
Category:Breakdance in Uganda,3,Category:Dance of Uganda,27,0,Other,,0
Category:Bundibugyo District,4,"Category:Western Region, Uganda",27,3,Geography,,1
Category:Coffee in Mbale,4,Category:Coffee in Uganda,27,0,Other,,1
Category:Denis Ssebugwawo Monument,3,Category:Monuments and memorials in Uganda,27,0,Buildings,,0
Category:Flowers of Uganda,4,Category:Flora of Uganda,27,4,Other,,1
"Category:International Women's Day 2019, Kampala edit-a-thon",4,Category:WikiGap 2019 in Kampala,27,0,Wikimedia community,,1
Category:Kyamuhunga Peoples SACCO,4,Category:Credit unions in Uganda,27,0,Other,,1
Category:Marriage in Uganda,2,Category:Culture of Uganda,27,2,Other,,0
Category:Masaka District,4,"Category:Central Region, Uganda",27,7,Geography,,1
Category:Photographs of flags of Uganda in Central Region,4,"Category:Central Region, Uganda",27,1,Geography,,1
Category:Public Libraries in Uganda,4,Category:GLAM in Uganda,27,2,Education,,1
Category:Sukuma wiki,4,Category:Cuisine of Uganda,27,0,Other,,1
Category:UDD toilets in Uganda,4,Category:Toilets in Uganda,27,0,Other,,1
Category:Videos from Wiki Loves Folklore 2024 in Uganda,3,Category:Folklore of Uganda,27,0,Culture,Wiki Loves Folklore,0
Category:Wiki for Refugees 2023 in Uganda,3,Category:2023 Wikimedia movement in Uganda,27,0,Wikimedia community,,0
Category:2007 in aviation in Uganda,4,Category:Aviation in Uganda by year,26,1,Other,,1
Category:7th Battalion (Uganda),4,Category:Army of Uganda,26,0,Other,,1
Category:Alice Kibombo,4,Category:Women of Uganda by name,26,1,Other,,1
Category:Animals of Murchison Falls National Park,4,Category:Animals of Uganda,26,4,Environment,,1
Category:Buikwe District,4,"Category:Central Region, Uganda",26,3,Geography,,1
Category:Christine Alalo,3,Category:Police of Uganda,26,0,Other,,0
Category:Healthcare in Uganda,2,Category:Health in Uganda,26,13,Other,,0
Category:Independence Monument (Kampala),3,"Category:National Cultural Sites in Central Region, Uganda",26,0,Buildings,,0
Category:Informal settlements in Kampala,4,Category:Slums in Uganda,26,0,Geography,,1
Category:Joshua Kiprui Cheptegei,4,Category:Men of Uganda by name,26,0,Other,,1
Category:Kamuli,4,"Category:Eastern Region, Uganda",26,1,Other,,1
Category:Maps of Lake Victoria on stamps,4,Category:Maps of Lake Victoria,26,0,Geography,,1
Category:Maps of the White Nile,3,Category:Maps of Uganda,26,0,Geography,,0
Category:Markets in Kampala,4,Category:Commerce in Kampala,26,2,Economy,,1
Category:Military women of Uganda,4,Category:Women of Uganda by occupation,26,0,People,,1
Category:Mount Elgon,4,Category:Volcanoes in Uganda,26,0,Other,,1
Category:Mukono,4,"Category:Central Region, Uganda",26,1,Other,,1
Category:Mukono District,4,"Category:Central Region, Uganda",26,9,Geography,,1
Category:Nyakasura Falls,4,Category:Waterfalls in Uganda,26,1,Other,,1
Category:Poultry of Uganda,4,Category:Animal husbandry in Uganda,26,3,Other,,1
Category:Ribbon bars of Uganda,2,"Category:Orders, decorations and medals of Uganda",26,0,Other,,0
Category:Tefiro Kisosonkole church,3,"Category:National Cultural Sites in Central Region, Uganda",26,0,Other,,0
Category:Twa people,4,Category:Batwa,26,3,People,,1
Category:Views of Mount Gahinga from Uganda,3,Category:Views of Virunga Mountains from Uganda,26,0,Other,,0
Category:Views of Mount Muhabura from Uganda,3,Category:Views of Virunga Mountains from Uganda,26,0,Other,,0
Category:Watermelons in Uganda,4,Category:Fruit of Uganda,26,0,Other,,1
Category:Association football supporters of Uganda,4,Category:Football in Uganda,25,0,Sports,,1
Category:Catfish of Uganda,4,Category:Fish of Uganda,25,0,Other,,1
Category:Chapati in Uganda,3,Category:Food of Uganda,25,3,Other,,0
Category:Dick Olum,4,Category:Men of Uganda by name,25,0,Other,,1
Category:Equator in Uganda,2,Category:Geography of Uganda,25,3,Other,,0
Category:Kingdom of Tooro,2,Category:History of Uganda,25,3,Other,,0
Category:Lake Mburo National Park,4,Category:National parks of Uganda,25,2,Geography,,1
Category:Mammals of Uganda,4,Category:Animals of Uganda,25,15,Other,,1
Category:Milton Obote,4,Category:Presidents of Uganda,25,0,Other,,1
Category:Mitooma District,4,"Category:Western Region, Uganda",25,0,Geography,,1
Category:Nature of Entebbe,3,Category:Nature of Uganda,25,6,Environment,,0
"Category:Presentation of credentials to President Volodymyr Zelenskyy by ambassadors of foreign countries to Ukraine, 22 April 2024",3,Category:Uganda in the Russo-Ukrainian War,25,0,Other,,0
Category:School children in Uganda,3,Category:Children of Uganda,25,0,People,,0
Category:Smiling people in Uganda,3,Category:People in Uganda,25,0,People,,0
Category:Videos from Wiki Loves Earth 2025 in Uganda,4,Category:Wiki Loves Earth 2025 in Uganda,25,0,History,Wiki Loves Earth,1
Category:Wikipedia Uganda,2,Category:Wikimedia movement in Uganda,25,0,Other,,0
Category:Artists from Uganda,3,Category:Art of Uganda,24,7,People,,0
Category:Batwa,3,Category:Ethnic groups in Uganda,24,2,Other,,0
Category:Bigodi Wetland Sanctuary,4,Category:Protected areas of Uganda,24,0,Other,,1
Category:Bugiri District,4,"Category:Eastern Region, Uganda",24,0,Geography,,1
Category:Diagrams of temporary road signs of Uganda,4,Category:Diagrams of road signs of Uganda,24,0,Charts and data,,1
Category:Eggs in Uganda,4,Category:Eggs of Uganda,24,0,Other,,1
Category:Endongo,3,Category:Musical instruments of Uganda,24,0,Other,,0
Category:Fur clothing of native people of Uganda,3,Category:Clothing of Uganda,24,0,People,,0
